studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,plantedSeedlotStockDbId,plantedSeedlotStockUniquename,plantedSeedlotCurrentCount,plantedSeedlotCurrentWeightGram,plantedSeedlotBoxName,plantedSeedlotTransactionCount,plantedSeedlotTransactionWeight,plantedSeedlotTransactionDescription,availableGermplasmSeedlotUniquenames,FHB DON content - ppm|CO_321:0001154,FHB grain incidence - %|CO_321:0001155,FHB incidence - %|CO_321:0001149,FHB severity - %|CO_321:0001440,Grain test weight - g/l|CO_321:0001210,Heading time - Julian date (JD)|CO_321:0001233,notes
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240862,US17-IL-111-028,,plot,280790,ADV_Scb_21-rep2-US17-IL-111-028_1217,2,2,1217,8,11,test,,,,,,,,,,,0.99,45,5,10,,132,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240868,US17-IL-111-042,,plot,280585,ADV_Scb_21-rep2-US17-IL-111-042_1338,2,2,1338,18,16,test,,,,,,,,,,,0.98,10,5,20,,131,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240869,US17-IL-111-049,,plot,280767,ADV_Scb_21-rep2-US17-IL-111-049_1317,2,2,1317,4,15,test,,,,,,,,,,,0.91,5,5,7,,132,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240870,US17-IL-112-002,,plot,280468,ADV_Scb_21-rep2-US17-IL-112-002_1245,2,2,1245,21,12,test,,,,,,,,,,,1.8,30,5,7,,137,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240871,US17-IL-112-013,,plot,280647,ADV_Scb_21-rep2-US17-IL-112-013_1190,2,2,1190,14,10,test,,,,,,,,,,,2.5,30,20,14,,133,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240876,US17-IL-112-035,,plot,280565,ADV_Scb_21-rep2-US17-IL-112-035_1273,2,2,1273,1,14,test,,,,,,,,,,,1.4,20,5,7,,135,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",85081,02-18228,IL02-18228,plot,280373,ADV_Scb_21-rep3-02-18228_1502,3,3,1502,6,24,test,,,,,,,,,,,,10,5,10,,134,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",84968,07-19334,IL07-19334,plot,280627,ADV_Scb_21-rep3-07-19334_1500,3,3,1500,4,24,test,,,,,,,,,,,,15,5,10,,138,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",84801,07-4415,IL07-4415,plot,280461,ADV_Scb_21-rep3-07-4415_1421,3,3,1421,21,20,test,,,,,,,,,,,,3,5,7,,132,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97095,17-17739,IL17-17739,plot,280510,ADV_Scb_21-rep3-17-17739_1410,3,3,1410,10,20,test,,,,,,,,,,,,10,3,7,,136,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97102,17-18534,,plot,280412,ADV_Scb_21-rep3-17-18534_1481,3,3,1481,16,23,test,,,,,,,,,,,,20,3,7,,132,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97111,17-19355,,plot,280352,ADV_Scb_21-rep3-17-19355_1501,3,3,1501,5,24,test,,,,,,,,,,,,10,5,7,,137,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97159,17-23874,"IL17-23874,WSC 1974",plot,280658,ADV_Scb_21-rep3-17-23874_1486,3,3,1486,11,23,test,,,,,,,,,,,,8,35,10,,137,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97160,17-23902,,plot,280487,ADV_Scb_21-rep3-17-23902_1414,3,3,1414,14,20,test,,,,,,,,,,,,10,25,14,,136,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97161,17-23904,IL17-23904,plot,280492,ADV_Scb_21-rep3-17-23904_1470,3,3,1470,22,22,test,,,,,,,,,,,,10,7,7,,134,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97166,17-24508,,plot,280342,ADV_Scb_21-rep3-17-24508_1477,3,3,1477,20,23,test,,,,,,,,,,,,5,5,7,,132,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97168,17-24663,,plot,280331,ADV_Scb_21-rep3-17-24663_1384,3,3,1384,17,19,test,,,,,,,,,,,,35,5,10,,133,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97174,17-25205,IL17-25205,plot,280619,ADV_Scb_21-rep3-17-25205_1517,3,3,1517,21,24,test,,,,,,,,,,,,2,10,14,,134,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97178,17-25927,,plot,280444,ADV_Scb_21-rep3-17-25927_1400,3,3,1400,1,19,test,,,,,,,,,,,,10,10,7,,136,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97186,17-27559,,plot,280501,ADV_Scb_21-rep3-17-27559_1401,3,3,1401,1,20,test,,,,,,,,,,,,20,10,7,,133,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97189,17-27649,,plot,280528,ADV_Scb_21-rep3-17-27649_1363,3,3,1363,11,18,test,,,,,,,,,,,,5,7,7,,134,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97200,17-29513,,plot,280499,ADV_Scb_21-rep3-17-29513_1394,3,3,1394,7,19,test,,,,,,,,,,,,5,3,7,,133,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97201,17-29544,,plot,280583,ADV_Scb_21-rep3-17-29544_1488,3,3,1488,9,23,test,,,,,,,,,,,,8,3,7,,128,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97220,17-31124,,plot,280611,ADV_Scb_21-rep3-17-31124_1469,3,3,1469,21,22,test,,,,,,,,,,,,8,3,10,,134,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97223,17-31229,,plot,280662,ADV_Scb_21-rep3-17-31229_1368,3,3,1368,16,18,test,,,,,,,,,,,,15,15,10,,136,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97229,17-31541,IL17-31541,plot,280305,ADV_Scb_21-rep3-17-31541_1447,3,3,1447,2,21,test,,,,,,,,,,,,3,3,7,,135,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97230,17-31555,,plot,280695,ADV_Scb_21-rep3-17-31555_1405,3,3,1405,5,20,test,,,,,,,,,,,,3,12,10,,133,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97289,17-8057,,plot,280522,ADV_Scb_21-rep3-17-8057_1509,3,3,1509,13,24,test,,,,,,,,,,,,15,12,7,,136,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97298,17-8620,,plot,280702,ADV_Scb_21-rep3-17-8620_1413,3,3,1413,13,20,test,,,,,,,,,,,,10,3,7,,131,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97299,17-8626,IL17-8626,plot,280350,ADV_Scb_21-rep3-17-8626_1377,3,3,1377,24,19,test,,,,,,,,,,,,15,10,7,,129,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97300,17-8628,,plot,280358,ADV_Scb_21-rep3-17-8628_1463,3,3,1463,15,22,test,,,,,,,,,,,,5,5,10,,133,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97301,17-8636,,plot,280442,ADV_Scb_21-rep3-17-8636_1355,3,3,1355,3,18,test,,,,,,,,,,,,5,10,7,,127,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97305,17-8749,,plot,280576,ADV_Scb_21-rep3-17-8749_1395,3,3,1395,6,19,test,,,,,,,,,,,,3,3,7,,133,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97307,17-8824,,plot,280387,ADV_Scb_21-rep3-17-8824_1457,3,3,1457,9,22,test,,,,,,,,,,,,5,3,7,,134,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97308,17-8831,,plot,280704,ADV_Scb_21-rep3-17-8831_1390,3,3,1390,11,19,test,,,,,,,,,,,,10,5,20,,136,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97316,17-9320,IL17-9320,plot,280777,ADV_Scb_21-rep3-17-9320_1496,3,3,1496,1,23,test,,,,,,,,,,,,5,3,7,,134,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",97317,17-9339,,plot,280772,ADV_Scb_21-rep3-17-9339_1450,3,3,1450,2,22,test,,,,,,,,,,,,5,3,7,,135,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240453,18-10212,,plot,280411,ADV_Scb_21-rep3-18-10212_1356,3,3,1356,4,18,test,,,,,,,,,,,,20,5,7,,136,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240454,18-10216,,plot,280753,ADV_Scb_21-rep3-18-10216_1451,3,3,1451,3,22,test,,,,,,,,,,,,20,3,10,,132,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240459,18-10768,,plot,280446,ADV_Scb_21-rep3-18-10768_1523,3,3,1523,22,25,test,,,,,,,,,,,,5,5,10,,133,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240463,18-11122,,plot,280400,ADV_Scb_21-rep3-18-11122_1367,3,3,1367,15,18,test,,,,,,,,,,,,3,5,7,,128,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240469,18-12001,,plot,280651,ADV_Scb_21-rep3-18-12001_1437,3,3,1437,12,21,test,,,,,,,,,,,,3,10,33,,133,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240470,18-12022,,plot,280291,ADV_Scb_21-rep3-18-12022_1357,3,3,1357,5,18,test,,,,,,,,,,,,5,10,10,,135,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240473,18-1250,,plot,280276,ADV_Scb_21-rep3-18-1250_1458,3,3,1458,10,22,test,,,,,,,,,,,,3,5,10,,130,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240477,18-12627,,plot,280296,ADV_Scb_21-rep3-18-12627_1389,3,3,1389,12,19,test,,,,,,,,,,,,10,5,10,,129,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240481,18-12756,,plot,280290,ADV_Scb_21-rep3-18-12756_1459,3,3,1459,11,22,test,,,,,,,,,,,,3,3,7,,135,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240482,18-12772,,plot,280621,ADV_Scb_21-rep3-18-12772_1361,3,3,1361,9,18,test,,,,,,,,,,,,8,3,7,,135,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240483,18-12804,,plot,280687,ADV_Scb_21-rep3-18-12804_1448,3,3,1448,1,21,test,,,,,,,,,,,,10,3,10,,134,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240484,18-12809,,plot,280491,ADV_Scb_21-rep3-18-12809_1474,3,3,1474,23,23,test,,,,,,,,,,,,5,3,7,,134,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240485,18-13012,,plot,280294,ADV_Scb_21-rep3-18-13012_1381,3,3,1381,20,19,test,,,,,,,,,,,,10,8,10,,133,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240486,18-13061,,plot,280560,ADV_Scb_21-rep3-18-13061_1430,3,3,1430,19,21,test,,,,,,,,,,,,8,3,7,,136,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240492,18-13635,,plot,280711,ADV_Scb_21-rep3-18-13635_1524,3,3,1524,21,25,test,,,,,,,,,,,,20,7,7,,137,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240495,18-13748,,plot,280542,ADV_Scb_21-rep3-18-13748_1515,3,3,1515,19,24,test,,,,,,,,,,,,25,3,7,,134,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240496,18-13756,,plot,280782,ADV_Scb_21-rep3-18-13756_1428,3,3,1428,21,21,test,,,,,,,,,,,,8,5,7,,134,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240498,18-13765,,plot,280307,ADV_Scb_21-rep3-18-13765_1392,3,3,1392,9,19,test,,,,,,,,,,,,10,5,7,,132,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240500,18-13852,,plot,280762,ADV_Scb_21-rep3-18-13852_1452,3,3,1452,4,22,test,,,,,,,,,,,,8,3,7,,137,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240501,18-13954,,plot,280431,ADV_Scb_21-rep3-18-13954_1461,3,3,1461,13,22,test,,,,,,,,,,,,2,5,14,,134,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240503,18-13965,,plot,280277,ADV_Scb_21-rep3-18-13965_1406,3,3,1406,6,20,test,,,,,,,,,,,,5,3,7,,137,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240504,18-14035,,plot,280329,ADV_Scb_21-rep3-18-14035_1399,3,3,1399,2,19,test,,,,,,,,,,,,20,7,7,,133,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240505,18-14054,,plot,280688,ADV_Scb_21-rep3-18-14054_1479,3,3,1479,18,23,test,,,,,,,,,,,,5,3,7,,133,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240507,18-14141,,plot,280398,ADV_Scb_21-rep3-18-14141_1385,3,3,1385,16,19,test,,,,,,,,,,,,3,5,14,,131,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240509,18-14238,,plot,280443,ADV_Scb_21-rep3-18-14238_1508,3,3,1508,12,24,test,,,,,,,,,,,,5,10,14,,132,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240511,18-14311,,plot,280629,ADV_Scb_21-rep3-18-14311_1404,3,3,1404,4,20,test,,,,,,,,,,,,15,20,50,,132,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240516,18-14524,,plot,280281,ADV_Scb_21-rep3-18-14524_1476,3,3,1476,21,23,test,,,,,,,,,,,,8,3,7,,136,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240517,18-14532,,plot,280770,ADV_Scb_21-rep3-18-14532_1519,3,3,1519,23,24,test,,,,,,,,,,,,10,3,14,,134,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240518,18-14535,IL18-14535,plot,280633,ADV_Scb_21-rep3-18-14535_1438,3,3,1438,11,21,test,,,,,,,,,,,,3,3,10,,134,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240519,18-14538,,plot,280668,ADV_Scb_21-rep3-18-14538_1507,3,3,1507,11,24,test,,,,,,,,,,,,10,7,7,,134,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240523,18-14932,,plot,280327,ADV_Scb_21-rep3-18-14932_1480,3,3,1480,17,23,test,,,,,,,,,,,,8,5,40,,128,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240524,18-15021,,plot,280604,ADV_Scb_21-rep3-18-15021_1518,3,3,1518,22,24,test,,,,,,,,,,,,35,15,14,,134,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240525,18-15042,,plot,280458,ADV_Scb_21-rep3-18-15042_1528,3,3,1528,17,25,test,,,,,,,,,,,,10,3,10,,133,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240532,18-15372,,plot,280437,ADV_Scb_21-rep3-18-15372_1436,3,3,1436,13,21,test,,,,,,,,,,,,3,3,7,,133,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240535,18-15716,,plot,280337,ADV_Scb_21-rep3-18-15716_1353,3,3,1353,1,18,test,,,,,,,,,,,,15,5,7,,132,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240536,18-1577,,plot,280511,ADV_Scb_21-rep3-18-1577_1379,3,3,1379,22,19,test,,,,,,,,,,,,20,3,7,,136,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240550,18-16828,,plot,280494,ADV_Scb_21-rep3-18-16828_1374,3,3,1374,22,18,test,,,,,,,,,,,,5,3,7,,134,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240551,18-16837,,plot,280520,ADV_Scb_21-rep3-18-16837_1454,3,3,1454,6,22,test,,,,,,,,,,,,3,3,7,,134,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240553,18-17108,,plot,280409,ADV_Scb_21-rep3-18-17108_1520,3,3,1520,24,24,test,,,,,,,,,,,,15,5,7,,135,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240554,18-17119,,plot,280748,ADV_Scb_21-rep3-18-17119_1478,3,3,1478,19,23,test,,,,,,,,,,,,10,3,14,,133,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240555,18-17141,,plot,280445,ADV_Scb_21-rep3-18-17141_1511,3,3,1511,15,24,test,,,,,,,,,,,,5,3,7,,135,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240558,18-17905,,plot,280710,ADV_Scb_21-rep3-18-17905_1453,3,3,1453,5,22,test,,,,,,,,,,,,10,5,7,,134,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240563,18-19625,,plot,280578,ADV_Scb_21-rep3-18-19625_1482,3,3,1482,15,23,test,,,,,,,,,,,,5,8,7,,132,
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1241,Adv_Scb_21,"UIUC Advanced Scab Trial, 2021",RCBD,,,,no,no,2020-September-29,,26,"Urbana, IL",240565,18-19907,,plot,280278,ADV_Scb_21-rep3-18-19907_1398,3,3,1398,3,19,test,,,,,,,,,,,,10,5,10,,129,
