"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","plantedSeedlotStockDbId","plantedSeedlotStockUniquename","plantedSeedlotCurrentCount","plantedSeedlotCurrentWeightGram","plantedSeedlotBoxName","plantedSeedlotTransactionCount","plantedSeedlotTransactionWeight","plantedSeedlotTransactionDescription","availableGermplasmSeedlotUniquenames","Soil borne mosaic plant response - 0-9 Response Scale|CO_321:0501140","notes"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240372","19-8909","","plot","301405","SBMV_Urb_21-rep1-19-8909_1098","1","1","1098","25","2","test","","","","","","","","","","","1",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240391","19-9608","","plot","301546","SBMV_Urb_21-rep1-19-9608_1061","1","1","1061","16","1","test","","","","","","","","","","","0",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","84789","Kaskaskia","","plot","301561","SBMV_Urb_21-rep1-Kaskaskia_1081","1","1","1081","21","1","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","100570","Pio 25R74","25R74,P25R74,Pio 25R74","plot","301318","SBMV_Urb_21-rep1-Pio 25R74_1083","1","1","1083","21","3","test","","","","","","","","","","","0",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","100720","Rosette","","plot","301503","SBMV_Urb_21-rep1-Rosette_1125","1","1","1125","32","1","test","","","","","","","","","","","8",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240803","US16-IL-061-032","","plot","301385","SBMV_Urb_21-rep1-US16-IL-061-032_1009","1","1","1009","3","1","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240805","US16-IL-061-068","","plot","301438","SBMV_Urb_21-rep1-US16-IL-061-068_1155","1","1","1155","39","3","test","","","","","","","","","","","0",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240814","US16-IL-063-026","","plot","301576","SBMV_Urb_21-rep1-US16-IL-063-026_1145","1","1","1145","37","1","test","","","","","","","","","","","0",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240817","US16-IL-063-063","WSC 1663","plot","301580","SBMV_Urb_21-rep1-US16-IL-063-063_1144","1","1","1144","36","4","test","","","","","","","","","","","1",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240834","US17-IL-108-039","","plot","301440","SBMV_Urb_21-rep1-US17-IL-108-039_1029","1","1","1029","8","1","test","","","","","","","","","","","0",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240412","US17-IL-108-067-3","","plot","301540","SBMV_Urb_21-rep1-US17-IL-108-067-3_1164","1","1","1164","41","4","test","","","","","","","","","","","5",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240840","US17-IL-108-070","","plot","301588","SBMV_Urb_21-rep1-US17-IL-108-070_1045","1","1","1045","12","1","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240851","US17-IL-111-005","","plot","301492","SBMV_Urb_21-rep1-US17-IL-111-005_1032","1","1","1032","8","4","test","","","","","","","","","","","1",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240852","US17-IL-111-006","","plot","301548","SBMV_Urb_21-rep1-US17-IL-111-006_1170","1","1","1170","43","2","test","","","","","","","","","","","5",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","84968","07-19334","IL07-19334","plot","301409","SBMV_Urb_21-rep2-07-19334_2100","2","2","2100","68","4","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","85202","12-26004","IL12-26004","plot","301596","SBMV_Urb_21-rep2-12-26004_2094","2","2","2094","67","2","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","96998","16-8048","IL16-8048,WSC 1148","plot","301522","SBMV_Urb_21-rep2-16-8048_2009","2","2","2009","46","1","test","","","","","","","","","","","4",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","97310","17-8930","IL17-8930,WSC 1030","plot","301376","SBMV_Urb_21-rep2-17-8930_2111","2","2","2111","71","3","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240469","18-12001","","plot","301558","SBMV_Urb_21-rep2-18-12001_2023","2","2","2023","49","3","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240481","18-12756","","plot","301598","SBMV_Urb_21-rep2-18-12756_2001","2","2","2001","44","1","test","","","","","","","","","","","8",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240484","18-12809","","plot","301516","SBMV_Urb_21-rep2-18-12809_2062","2","2","2062","59","2","test","","","","","","","","","","","8",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240495","18-13748","","plot","301577","SBMV_Urb_21-rep2-18-13748_2021","2","2","2021","49","1","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240496","18-13756","","plot","301464","SBMV_Urb_21-rep2-18-13756_2083","2","2","2083","64","3","test","","","","","","","","","","","4",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240498","18-13765","","plot","301587","SBMV_Urb_21-rep2-18-13765_2092","2","2","2092","66","4","test","","","","","","","","","","","1",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240500","18-13852","","plot","301329","SBMV_Urb_21-rep2-18-13852_2097","2","2","2097","68","1","test","","","","","","","","","","","4",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240503","18-13965","","plot","301415","SBMV_Urb_21-rep2-18-13965_2024","2","2","2024","49","4","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240518","18-14535","IL18-14535","plot","301408","SBMV_Urb_21-rep2-18-14535_2052","2","2","2052","56","4","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240532","18-15372","","plot","301426","SBMV_Urb_21-rep2-18-15372_2088","2","2","2088","65","4","test","","","","","","","","","","","5",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240550","18-16828","","plot","301369","SBMV_Urb_21-rep2-18-16828_2064","2","2","2064","59","4","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240554","18-17119","","plot","301543","SBMV_Urb_21-rep2-18-17119_2058","2","2","2058","58","2","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240558","18-17905","","plot","301567","SBMV_Urb_21-rep2-18-17905_2039","2","2","2039","53","3","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240572","18-22132","","plot","301474","SBMV_Urb_21-rep2-18-22132_2139","2","2","2139","78","3","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240576","18-22767","","plot","301289","SBMV_Urb_21-rep2-18-22767_2022","2","2","2022","49","2","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240577","18-22976","","plot","301414","SBMV_Urb_21-rep2-18-22976_2120","2","2","2120","73","4","test","","","","","","","","","","","4",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240578","18-23224","","plot","301470","SBMV_Urb_21-rep2-18-23224_2069","2","2","2069","61","1","test","","","","","","","","","","","4",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240579","18-23760","IL18-23760","plot","301323","SBMV_Urb_21-rep2-18-23760_2117","2","2","2117","73","1","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240593","18-26037","","plot","301456","SBMV_Urb_21-rep2-18-26037_2164","2","2","2164","84","4","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240619","18-4910","","plot","301565","SBMV_Urb_21-rep2-18-4910_2108","2","2","2108","70","4","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240626","18-5737","","plot","301374","SBMV_Urb_21-rep2-18-5737_2016","2","2","2016","47","4","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240627","18-5837","","plot","301497","SBMV_Urb_21-rep2-18-5837_2029","2","2","2029","51","1","test","","","","","","","","","","","1",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240630","18-6274","","plot","301312","SBMV_Urb_21-rep2-18-6274_2031","2","2","2031","51","3","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240634","18-6852","IL18-6852","plot","301455","SBMV_Urb_21-rep2-18-6852_2118","2","2","2118","73","2","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240650","18-7928","","plot","301419","SBMV_Urb_21-rep2-18-7928_2161","2","2","2161","84","1","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240651","18-7943","","plot","301412","SBMV_Urb_21-rep2-18-7943_2123","2","2","2123","74","3","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240663","18-842","","plot","301377","SBMV_Urb_21-rep2-18-842_2073","2","2","2073","62","1","test","","","","","","","","","","","4",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240676","18-9724","","plot","301366","SBMV_Urb_21-rep2-18-9724_2008","2","2","2008","45","4","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240679","18MSFRS-18","IL18MSFRS-18,WSC 3318","plot","301529","SBMV_Urb_21-rep2-18MSFRS-18_2085","2","2","2085","65","1","test","","","","","","","","","","","4",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239200","19-10123","19-10123,IL19-10123","plot","301283","SBMV_Urb_21-rep2-19-10123_2089","2","2","2089","66","1","test","","","","","","","","","","","1",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239201","19-10136","","plot","301569","SBMV_Urb_21-rep2-19-10136_2138","2","2","2138","78","2","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239203","19-10142","","plot","301545","SBMV_Urb_21-rep2-19-10142_2106","2","2","2106","70","2","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239205","19-10151","","plot","301520","SBMV_Urb_21-rep2-19-10151_2144","2","2","2144","79","4","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239206","19-10168","","plot","301489","SBMV_Urb_21-rep2-19-10168_2074","2","2","2074","62","2","test","","","","","","","","","","","4",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239208","19-10173","","plot","301482","SBMV_Urb_21-rep2-19-10173_2037","2","2","2037","53","1","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239211","19-10236","","plot","301390","SBMV_Urb_21-rep2-19-10236_2154","2","2","2154","82","2","test","","","","","","","","","","","4",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239238","19-11163","","plot","301466","SBMV_Urb_21-rep2-19-11163_2162","2","2","2162","84","2","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239285","19-11770","","plot","301459","SBMV_Urb_21-rep2-19-11770_2053","2","2","2053","57","1","test","","","","","","","","","","","1",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239286","19-11773","","plot","301624","SBMV_Urb_21-rep2-19-11773_2150","2","2","2150","81","2","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239307","19-12420","","plot","301570","SBMV_Urb_21-rep2-19-12420_2002","2","2","2002","44","2","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239316","19-12615","","plot","301354","SBMV_Urb_21-rep2-19-12615_2050","2","2","2050","56","2","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239320","19-12659","","plot","301476","SBMV_Urb_21-rep2-19-12659_2018","2","2","2018","48","2","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239334","19-12830","","plot","301325","SBMV_Urb_21-rep2-19-12830_2122","2","2","2122","74","2","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239339","19-12849","","plot","301592","SBMV_Urb_21-rep2-19-12849_2146","2","2","2146","80","2","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239345","19-12926","IL19-12926","plot","301618","SBMV_Urb_21-rep2-19-12926_2098","2","2","2098","68","2","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239352","19-13048","","plot","301619","SBMV_Urb_21-rep2-19-13048_2070","2","2","2070","61","2","test","","","","","","","","","","","NA",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239388","19-13414","IL19-13414","plot","301614","SBMV_Urb_21-rep2-19-13414_2163","2","2","2163","84","3","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239393","19-13434","","plot","301388","SBMV_Urb_21-rep2-19-13434_2011","2","2","2011","46","3","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239394","19-13447","","plot","301514","SBMV_Urb_21-rep2-19-13447_2124","2","2","2124","74","4","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239396","19-13451","IL19-13451","plot","301299","SBMV_Urb_21-rep2-19-13451_2004","2","2","2004","44","4","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239407","19-13706","","plot","301542","SBMV_Urb_21-rep2-19-13706_2068","2","2","2068","60","4","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239408","19-13707","","plot","301300","SBMV_Urb_21-rep2-19-13707_2005","2","2","2005","45","1","test","","","","","","","","","","","4",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239409","19-13713","IL19-13713","plot","301479","SBMV_Urb_21-rep2-19-13713_2129","2","2","2129","76","1","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239414","19-13748","","plot","301473","SBMV_Urb_21-rep2-19-13748_2075","2","2","2075","62","3","test","","","","","","","","","","","NA",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239415","19-13752","","plot","301317","SBMV_Urb_21-rep2-19-13752_2036","2","2","2036","52","4","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239416","19-13778","","plot","301361","SBMV_Urb_21-rep2-19-13778_2112","2","2","2112","71","4","test","","","","","","","","","","","4",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239424","19-13936","","plot","301423","SBMV_Urb_21-rep2-19-13936_2110","2","2","2110","71","2","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239425","19-13942","","plot","301339","SBMV_Urb_21-rep2-19-13942_2136","2","2","2136","77","4","test","","","","","","","","","","","4",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239431","19-13961","","plot","301430","SBMV_Urb_21-rep2-19-13961_2166","2","2","2166","85","2","test","","","","","","","","","","","4",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239435","19-13978","IL19-13978","plot","301439","SBMV_Urb_21-rep2-19-13978_2057","2","2","2057","58","1","test","","","","","","","","","","","1",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239460","19-14605","","plot","301383","SBMV_Urb_21-rep2-19-14605_2078","2","2","2078","63","2","test","","","","","","","","","","","7",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","239462","19-14617","IL19-14617","plot","301295","SBMV_Urb_21-rep2-19-14617_2051","2","2","2051","56","3","test","","","","","","","","","","","4",""
